periode_data,wilayah,kecamatan,kelurahan,kode_hidran,nama_hidran,longitude,latitude,alamat,kondisi
2023,Jakarta Pusat,Sawah Besar,Karang Anyar,132050207008,Hidran Kota,"106,8275004","-6,154959","Jln.Karang Anyar Raya No 53, 54",Baik
2023,Jakarta Pusat,Sawah Besar,Karang Anyar,132050207008,Hidran Kota,"106,8338406","-6,157874",Jln.Lautze Raya / Depan Topekong,Baik
2023,Jakarta Barat,Palmerah,Slipi,132050207008,Hidran Kota,"106,801998","-6,191455","Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta",Rusak Ringan
2023,Jakarta Barat,Palmerah,Slipi,132050207008,Hidran Kota,"106,806191","-6,189133","Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta",Rusak Ringan
2023,Jakarta Barat,Palmerah,Kota Bambu Selatan,132050207008,Hidran Kota,"106,797222","-6,185188","Jl. Letjen S. Parman, RT.1/RW.8, Kota Bambu Selatan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480",Baik
2023,Jakarta Barat,Palmerah,Kota Bambu Selatan,132050207008,Hidran Kota,"106,801321","-6,185289","Jl. Kota Bambu Selatan III No.56, RT.2/RW.6, Kota Bambu Sel., Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11420",Rusak Ringan
2023,Jakarta Barat,Palmerah,Kota Bambu Selatan,132050207008,Hidran Kota,"106,799794","-6,1893","Jl. Brigjen Katamso No.35 A, RT.5/RW.8, Kota Bambu Sel., Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11420",Rusak Ringan
2023,Jakarta Barat,Palmerah,Kota Bambu Selatan,132050207008,Hidran Kota,"106,799744","-6,189313","Jl. Brigjen Katamso No.26, RT.3/RW.7, Kota Bambu Sel., Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11420",Rusak Ringan
2023,Jakarta Barat,Palmerah,Kota Bambu Selatan,132050207008,Hidran Kota,"106,80376","-6,185607","Jl. Kota Bambu Raya No.99, RT.5/RW.5, Kota Bambu Sel., Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11420",Baik
2023,Jakarta Barat,Palmerah,Jatipulo,132050207008,Hidran Kota,"106,801191","-6,179479","Jl. Kasturi 26-24, RT.11/RW.1, Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",Baik
2023,Jakarta Barat,Palmerah,Jatipulo,132050207008,Hidran Kota,"106,797668","-6,17952","Jl. Kemuning No.2, RT.1/RW.1, Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",Baik
2023,Jakarta Barat,Palmerah,Jatipulo,132050207008,Hidran Kota,"106,806165","-6,176944","Jl. Rasamala, RT.1/RW.5, Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",Baik
2023,Jakarta Barat,Palmerah,Jatipulo,132050207008,Hidran Kota,"106,804753","-6,177984","Jl. Tomang Asli 31-35, RW.2, Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",Baik
2023,Jakarta Barat,Palmerah,Jatipulo,132050207008,Hidran Kota,"106,805027","-6,179727","Jl. Mangga 24-2, RT.7/RW.2, Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",Rusak Ringan
2023,Jakarta Barat,Palmerah,Jatipulo,132050207008,Hidran Kota,"106,805933","-6,17986","Jl. Semangka 2 No.1, RT.14/RW.9, Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",Rusak Ringan
2023,Jakarta Barat,Palmerah,Jatipulo,132050207008,Hidran Kota,N/A,N/A,"RT.1/RW.3, Tomang,  Jakarta, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11420",Rusak Ringan
2023,Jakarta Barat,Palmerah,Jatipulo,132050207008,Hidran Kota,"106,802503","-6,179157","Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta",Rusak Ringan
2023,Jakarta Barat,Palmerah,Jatipulo,132050207008,Hidran Kota,"106,805347","-6,179044","Jl. Delima No.40, RT.13/RW.2, Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",Rusak Ringan
2023,Jakarta Barat,Palmerah,Jatipulo,132050207008,Hidran Kota,"106,797497","-6,178926","Jl. Tomang Raya No.18, RT.5/RW.1, Jatipulo, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430",Rusak Ringan
2023,Jakarta Barat,Tambora,Kalianyar,132050207008,Hidran Kota,"106,798766","-6,158973","Jl. Kalianyar Raya (depan mesjid Atthoyibbah), Kali Anyar, Kec. Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11310",Rusak Ringan
2023,Jakarta Barat,Kebon Jeruk,Kedoya Selatan,132050207008,Hidran Kota,"106,767481","-6,183027","Jl. Panjang No.28, RT.7/RW.1, Kedoya Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520",Rusak Ringan
2023,Jakarta Barat,Kebon Jeruk,Kedoya Selatan,132050207008,Hidran Kota,"106,763148","-6,166444","Green Garden No.19, Jl. Panjang, RT.1/RW.4, Kedoya Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520",Rusak Ringan
2023,Jakarta Barat,Kebon Jeruk,Kedoya Selatan,132050207008,Hidran Kota,"106,758968","-6,179632","Jl. Raya Kedoya, Kedoya Selatan, Kebon Jeruk, RT.1/RW.3, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520",Rusak Ringan
2023,Jakarta Barat,Kebon Jeruk,Kedoya Utara,132050207008,Hidran Kota,"106,763141","-6,162573","Jl. Panjang Arteri Kedoya utara, RT.14/RW.8, Kedoya Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520",Rusak Ringan
2023,Jakarta Barat,Kebon Jeruk,Kedoya Utara,132050207008,Hidran Kota,"106,767427","-6,177033","Jalan Ratu Flamboyant Raya No.1, RT.7/RW.11, Kedoya Utara, Kebon Jeruk, RT.7/RW.11, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520",Rusak Ringan
2023,Jakarta Barat,Kebon Jeruk,Kedoya Utara,132050207008,Hidran Kota,N/A,N/A,"Jl. Raya Kedoya Rt 1/Rw 7. Kel. Kedoya Utara,Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta",Rusak Ringan
2023,Jakarta Barat,Kebon Jeruk,Kedoya Utara,132050207008,Hidran Kota,"106,764452","-6,166674","Jl. Kedoya Pesing No.18-20, RT.2/RW.7, Kedoya Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520",Rusak Ringan
2023,Jakarta Barat,Kebon Jeruk,Kedoya Utara,132050207008,Hidran Kota,"106,766707","-6,169747","Jl. Taman Ratu Raya Indah No.35, RT.14/RW.7, Kel. Kedoya UtaraKec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta  11520",Rusak Ringan
2023,Jakarta Barat,Kebon Jeruk,Sukabumi Utara,132050207008,Hidran Kota,"106,783425","-6,210107","Jl. Raya Kebayoran Lama No.22 Rt 7 Rw 3 kel. Sukabumi Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 12210",Rusak Ringan
2023,Jakarta Barat,Kebon Jeruk,Sukabumi Utara,132050207008,Hidran Kota,"106,779151","-6,213367","Jl. Raya Kebayoran Lama No.20A Rt 6 Rw 1 kel. Sukabumi Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11540",Baik
2023,Jakarta Barat,Kebon Jeruk,Sukabumi Utara,132050207008,Hidran Kota,"106,777563","-6,21463","Jl. Raya Kebayoran Lama No.2 Rt 5 Rw 1 kel. Sukabumi Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11540",Rusak Ringan
2023,Jakarta Barat,Kebon Jeruk,Sukabumi Utara,132050207008,Hidran Kota,"106,78114","-6,21326","Jl. Kebayoran Lama Rt 4/Rw 1. Kel. Sukabumi Utara,Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11540",Rusak Ringan
2023,Jakarta Barat,Kebon Jeruk,Sukabumi Utara,132050207008,Hidran Kota,"106,780585","-6,212194","Jl. Kebayoran Lama. Kel. Sukabumi Utara,Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta.",Rusak Ringan
2023,Jakarta Selatan,Pasar Minggu,Pejaten Barat,132050207008,Hidran Kota,"106,8465723","-6,272377862",Jl. Raya Pasar Minggu dekat Volvo .Kel. Pejaten Barat Kec. Pasar Minggu,Rusak Ringan
2023,Jakarta Selatan,Pasar Minggu,Pasar Minggu,132050207008,Hidran Kota,"106,8423466","-6,277823197","Jl. Pejaten Raya depan rumah Pejabat DKI, Kel. Ps.Minggu Kec. Ps.Minggu",Rusak Ringan
2023,Jakarta Selatan,Pasar Minggu,Pasar Minggu,132050207008,Hidran Kota,"106,8308353","-6,276519323",Jl. Raya Condet depan Sekolah Dasar Kel. Ps.Minggu Kec. Ps.Minggu,Rusak Ringan
2023,Jakarta Selatan,Pasar Minggu,Ragunan,132050207008,Hidran Kota,"106,8208296","-6,304691719",Jl.RM.Harsono PLN ( Diklat ) Kel. Ragunan Kec. Ps.Minggu,Rusak Ringan
2023,Jakarta Selatan,Pasar Minggu,Ragunan,132050207008,Hidran Kota,"106,8209583","-6,298687882",Jl. RM. Harsono Pertanian Kel. Ragunan Kec. Ps.Minggu,Baik
2023,Jakarta Selatan,Pasar Minggu,Ragunan,132050207008,Hidran Kota,"106,8228144","-6,29249202",Jl.Warung Jati Ex Gra Sindo Kel.Ragunan Kec.Ps.Minggu,Rusak Ringan
2023,Jakarta Selatan,Pasar Minggu,Ragunan,132050207008,Hidran Kota,"106,8191398","-6,28409123",Jl. Ampera ( Komp POLRI ) Kel. Ragunan Kec. Ps.Minggu,Baik
2023,Jakarta Selatan,Pasar Minggu,Kebagusan,132050207008,Hidran Kota,"106,819746","-6,293313163",Jl. Tb.Simatupang Hook Jl. Kebagusan Kel. Ragunan Kec. Ps.Minggu,Baik
2023,Jakarta Timur,MATRAMAN,KEBON MANGGIS,132050207008,Hidran Kota,"106,859278","-6,20975","Jl. MATRAMAN RAYA NO.132,KANTOR SUDIN",baik
2023,Jakarta Timur,MATRAMAN,KEBON MANGGIS,132050207008,Hidran Kota,"106,857972","-6,206028",Jl. MATRAMAN RAYA ( DEPAN KSATRIAN BERLAND),Baik
2023,Jakarta Timur,MATRAMAN,KEBON MANGGIS,132050207008,Hidran Kota,"106,8582914","-6,2108302",Jl. SLAMET RIYADI 1,Baik
2023,Jakarta Timur,MATRAMAN,PALMERIAM,132050207008,Hidran Kota,"106,854806","-6,200056",JL. MATRAMAN RAYA ( DEPAN BALAIRUNG),Rusak Ringan
2023,Jakarta Timur,MATRAMAN,PALMERIAM,132050207008,Hidran Kota,"106,8572054","-6,2029243",JL. MATRAMAN RAYA ( DEPAN EX BANK BII  DIBAWAH TANGGA JPO TEGALAN),baik
2023,Jakarta Pusat,Gambir,Gambir,132050207008,Hidran Kota,"106,838139","-6,167056",Jl. Budi Utomo,Rusak ringan
2023,Jakarta Pusat,Gambir,Gambir,132050207008,Hidran Kota,"106,823139","-6,168861",Jl. Veteran IV,Rusak ringan
2023,Jakarta Pusat,Gambir,Gambir,132050207008,Hidran Kota,"106,823278","-6,169917",Jl. Veteran IV,Rusak Berat
2023,Jakarta Pusat,Gambir,Gambir,132050207008,Hidran Kota,"106,82725","-6,171361",Jl. Medan Merdeka Utara,Rusak ringan
2023,Jakarta Utara,Cilincing,Cilincing,132050207008,Hidran Kota,"106,9390335","-6,1030085",Cilincing  Jln. Sungai Landak No.7 Cilincing (Depan PURBASAN Kelas 1),Rusak Ringan
2023,Jakarta Utara,Cilincing,Cilincing,132050207008,Hidran Kota,"106,9358067","-6,1029954",Cilincing Jln. Cilincing Raya  (Depan Pasar Pagi),Rusak Berat
2023,Jakarta Utara,Cilincing,Cilincing,132050207008,Hidran Kota,"106,9322875","-6,1047137",Cilincing Jln. Sungai Landak Huk Cilincing Raya No. 2B,Rusak Ringan
2023,Jakarta Utara,Cilincing,Cilincing,132050207008,Hidran Kota,"106,9322875","-6,1047137",Kalibaru Jln. Cilincing Kelapa Dua (Depan Gereja),Rusak Ringan
2023,Jakarta Utara,Cilincing,Kalibaru,132050207008,Hidran Kota,"106,9310194","-6,1000183",Kalibaru Jln. Baru Kosambi III (Depan SMK N36 Jakarta),Rusak Ringan
2023,Jakarta Utara,Cilincing,Kalibaru,132050207008,Hidran Kota,"106,9310282","-6,1007318",Kalibaru Jln. Kalibaru Timur III  (Depan Masjid Darusalam Al-Amin),Rusak Ringan
2023,Jakarta Utara,Cilincing,Kalibaru,132050207008,Hidran Kota,"106,9265753","-6,1007465",Kalibaru Jln. Baru Kosambi Pangkalan Pasir  (Depan Pos Pemadam Kebakaran Kalibaru),Rusak berat
2023,Jakarta Utara,Cilincing,Kalibaru,132050207008,Hidran Kota,"106,9266894","-6,1059414",Kalibaru Jln. Baru Rt.01 Rw.01  (Depan PD. Inka Jaya),Rusak Ringan
2023,Jakarta Utara,Cilincing,Kalibaru,132050207008,Hidran Kota,"106,9226428","-6,1058006",Kalibaru Jln. Kalibaru Barat 4 (Depan Masjid Al-Mubasyrin),Rusak Ringan
2023,Jakarta Utara,Cilincing,Kalibaru,132050207008,Hidran Kota,"106,9266894","-6,1059414",Kalibaru Jln. Kalibaru Barat 1,Rusak Ringan
2023,Jakarta Utara,Cilincing,Marunda,132050207008,Hidran Kota,"106,9598053","-6,1250619",Marunda Jln. Marunda Baru IV No.1 (Belakang SMP 162 Jakarta/Gapura Rw.03),Rusak Ringan
2023,Jakarta Utara,Cilincing,Marunda,132050207008,Hidran Kota,"106,957235","-6,1225829",Marunda Jln. Marunda Baru Rt. 06 Rw. 006 (Depan MI N20 Jakarta Gedung A),Rusak Ringan
2023,Jakarta Utara,Cilincing,Rorotan,132050207008,Hidran Kota,"106,9488893","-6,1519734",Rorotan Jln. Rorotan 1 (Komplek Green Garden/Pos Terpadu Rw. 01.02.02),Rusak Ringan
2023,Jakarta Utara,Cilincing,Rorotan,132050207008,Hidran Kota,"106,953067","-6,1583983",Rorotan Jln. Rorotan  (Depan Yayasan Al Wathoniyah 43),Rusak Ringan
2023,Jakarta Utara,Cilincing,Rorotan,132050207008,Hidran Kota,"106,9520621","-6,16023",Rorotan Jln. Komplek PT. MML (Rorotan Rt.07 Rw.04,Rusak Ringan
2023,Jakarta Utara,Cilincing,Rorotan,132050207008,Hidran Kota,"106,9554917","-6,1573482",Rorotan Jln. Rorotan IX (Depan Sekolah SMP 200),Rusak Ringan
2023,Jakarta Utara,Cilincing,Rorotan,132050207008,Hidran Kota,N/A,N/A,Rorotan Jln. Raya Malaka IV Rt.07 Rw.06 (Depan SMG),Rusak Ringan
2023,Jakarta Utara,Cilincing,Rorotan,132050207008,Hidran Kota,"106,9564883","-6,1461808",Rorotan Jln. Malaka Jaya III Rt. 06 Rw. 06 (Depan Mushola Al-Mujtahida),Rusak Ringan
2023,Jakarta Utara,Cilincing,Rorotan,132050207008,Hidran Kota,"106,9548893","-6,1397877",Rorotan Jln. Malaka Raya Rt. 10 Rw.126 (Dekat Pasar),Rusak Ringan
2023,Jakarta Utara,Cilincing,Rorotan,132050207008,Hidran Kota,N/A,N/A,Rorotan Jln. Malaka Bulak (Depan rumah No. 49),N/A
2023,Jakarta Utara,Cilincing,Marunda,132050207008,Hidran Kota,"106,9556792","-6,1296059",Rorotan Jln. Sarang Bango (Depan SMK 49 Jakarta),Rusak Ringan
2023,Jakarta Utara,Cilincing,Rorotan,132050207008,Hidran Kota,"106,9553627","-6,1322162",Rorotan Jln. Kampung Sarang Bango (Depan Masjid Jami Baiturahmah),Rusak Ringan
2023,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,927641","-6,1298036",Semper Barat Jln. Komplek Asrama Pemadam (Depan SMA N 92 ),Baik
2023,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,92624","-6,1280408",Semper Barat Jln. Semper Barat Rw 17 (Depan PLN Area Marunda),Baik
2023,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,9285725","-6,1264691",Semper Barat  Jln. Raya Cacing (samping pangkalan ojek Pemadam),Rusak Berat
2023,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,9251478","-6,1218358",Semper Barat Jln. Raya Tugu (depan SDN Semper 01 Pagi 02 Petang),Rusak Ringan
2023,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,9229306","-6,1241326",Semper Barat Jln. Raya Tugu (Depan Gereja Tugu),Rusak Ringan
2023,Jakarta Timur,Duren Sawit,Pondok Bambu,132050207008,Hidran Kota,N/A,N/A,"Masjid Al Abidin, Pondok Bambu, Duren Sawit, Jakarta Timur di Jakarta Timur",Rusak Ringan
2023,Jakarta Timur,Duren Sawit,Pondok Bambu,132050207008,Hidran Kota,N/A,N/A,"Jalan Pahlawan Revolusi No.74, RT.4/RW.3, Pondok Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",Rusak Ringan
2023,Jakarta Timur,Duren Sawit,Pondok Bambu,132050207008,Hidran Kota,N/A,N/A,"Jl. Pahlawan Revolusi No.100, RT.4/RW.3, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",Rusak Ringan
2023,Jakarta Timur,Duren Sawit,Pondok Bambu,132050207008,Hidran Kota,N/A,N/A,"Jl. Pahlawan Revolusi No.47, RT.4/RW.5, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",Rusak Ringan
2023,Jakarta Timur,Duren Sawit,Pondok Bambu,132050207008,Hidran Kota,N/A,N/A,"Jl. Tlk. Palu, RT.11/RW.11, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta",Rusak Ringan
2023,Jakarta Timur,Duren Sawit,Pondok Bambu,132050207008,Hidran Kota,N/A,N/A,"Jl. Laut Arafuru, RT.16/RW.7, Pondok Bambu, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta",Rusak Ringan
2023,Jakarta Timur,Duren Sawit,Pondok Bambu,132050207008,Hidran Kota,N/A,N/A,"Jl. Pahlawan Revolusi, RT.5/RW.4, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",Rusak Ringan
2023,Jakarta Timur,Duren Sawit,Pondok Bambu,132050207008,Hidran Kota,N/A,N/A,"Jl. Pahlawan Revolusi Jl. Kelurahan Raya No.24 B, RT.11/RW.7, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",Rusak Ringan
2023,Jakarta Timur,Duren Sawit,Pondok Bambu,132050207008,Hidran Kota,N/A,N/A,JL Kalimalang depan Hero Jakarta Timur 13440,Rusak Ringan
2023,Jakarta Timur,Jatinegara,Cipinang Cempedak,132050207008,Hidran Kota,"106,875944","-6,236722",JL. CIPINANG CEMPEDAK 1 RT 13 RW 2 Kelurahan Cipinang Cempedak PEREMPATAN Belakang kampus Institut Bisnis Nusantara,Rusak Ringan
2023,Jakarta Timur,Jatinegara,Cipinang Cempedak,132050207008,Hidran Kota,"106,870139","-6,231722",JL. OTISTA III RT 1 RW 7 Kelurahan Cipinang Cempedak Samping Alfamart,baik
2023,Jakarta Timur,Jatinegara,Cipinang Cempedak,132050207008,Hidran Kota,"106,871639","-6,236861",JL. CIPINANG CEMPEDAK I RT 13 RW 6 Kelurahan Cipinang Cempedak Depan Pusat Dakwah Hidayatullah,baik
2023,Jakarta Timur,Jatinegara,Cipinang Cempedak,132050207008,Hidran Kota,"106,87375","-6,226694",Jl. Pedati dekat pertigaan masjid Assa'adatul ikhlashiyah,Rusak Ringan
2023,Jakarta Timur,Jatinegara,Cipinang Cempedak,132050207008,Hidran Kota,"106,877806","-6,238306",Jl. DI Panjaitan depan toko genteng dan depan tamansari skyhive,Baik
2023,Jakarta Timur,Jatinegara,Cipinang Cempedak,132050207008,Hidran Kota,"106,87375","-6,232583",Jl. Otista III Komp. I RW 2 Cipinang cempedak dekat sdn 02 cc dekat perempatan jl. Otista III RT 2 RW 2,Rusak Ringan
2023,Jakarta Timur,Jatinegara,Cipinang Cempedak,132050207008,Hidran Kota,"106,8703424","-6,2389376",Jl. Cawang Baru Kelurahan Cipinang Cempedak Depan SMA 1 Cawang Baru,Rusak Ringan
2023,Jakarta Timur,Jatinegara,Cipinang Cempedak,132050207008,Hidran Kota,"106,8663929","-6,2364357",Jl. Taman simanjuntak Barat kelurahan Cipinang cempedak,baik
2023,Jakarta Timur,Jatinegara,Cipinang Cempedak,132050207008,Hidran Kota,"106,873778","-6,242694",Jl. Cawang baru tengah depan jl. Biru laut VIII Kelurahan Cipinang Cemepedak,Rusak Ringan
2023,Jakarta Timur,Jatinegara,Cipinang Cempedak,132050207008,Hidran Kota,"106,876278","-6,23875",Jl. Cipinang cempedak III sebrang samping pos RW 3 Kelurahan Cipinang Cempedak,Rusak Ringan
2023,Jakarta Timur,Jatinegara,Cipinang Cempedak,132050207008,Hidran Kota,"106,8737531","-6,2426529",Jl. Cipinang cempedak II sebrang gedung komisi ASN dan depan rumah 14A,Rusak Ringan
2023,Jakarta Timur,Jatinegara,Bali mester,132050207008,Hidran Kota,"106,867222","-6,225028",JL. Jatinegera Timur RW 1 Kelurahan Balimester Depan Bengkel Motor Terminal Kampung Melayu,Rusak Ringan
2023,Jakarta Timur,Jatinegara,Bali mester,132050207008,Hidran Kota,"106,868083","-6,223139",JL. JATINEGARA TIMUR RW 2 Kelurahan Balimester Depan Jl. Limo,Rusak Ringan
2023,Jakarta Timur,Jatinegara,Bali mester,132050207008,Hidran Kota,"106,867111","-6,219083",Jl. Jatinegara Barat Kelurahan Bali Mester Depan Bank BRI,baik
2023,Jakarta Timur,Jatinegara,Bali mester,132050207008,Hidran Kota,"106,862667","-6,213944",Jl. Matraman Raya RW 6 Kelurahan Bali Mester Depan Kantor POS Indonesia,Rusak Ringan
2023,Jakarta Timur,Jatinegara,Bali mester,132050207008,Hidran Kota,"106,866","-6,215444",Jl. Matraman raya dekat tangga halte transjakarta,baik
2023,Jakarta Timur,Jatinegara,Bali mester,132050207008,Hidran Kota,"106,868083","-6,223139",Jl. Jatinegara timur raya RW 2 Kelurahan Bali Mester dekat jalan limo,Rusak Ringan
2023,Jakarta Timur,Jatinegara,Bali mester,132050207008,Hidran Kota,"106,86575","-6,222583",Jl. Raya jatinegara barat depan rusun jatinegara Barat,Rusak Ringan
2023,Jakarta Barat,Tambora,Kalianyar,132050207008,Hidran Kota,"106,798706","-6,157696",Jl. Kali Anyar RT 008/ 03 ( Gg. Kantor Lurah Kali Anyar ),Rusak Ringan
2023,Jakarta Barat,Tambora,Duri Selatan,132050207008,Hidran Kota,"106,808082","-6,160212",Jl. KH Mansyur Kel. Duri Selatan  (depan RM Duta Minang),Baik
2023,Jakarta Barat,Tambora,Duri Utara,132050207008,Hidran Kota,"106,805628","-6,151529",Jl. Krendang Raya No.35B Kel. Duri Utara (seberang Vihara Jasodhara),Rusak Ringan
2023,Jakarta Barat,Tambora,Tambora,132050207008,Hidran Kota,"106,808288","-6,147756",Jl. Pekapuran III Gg. Betet Kel.Tambora (sebelah Indomart),Rusak Ringan
2023,Jakarta Barat,Tambora,Jembatan Besi,132050207008,Hidran Kota,"106,795045","-6,151846","Jl, Jembatan Besi Raya seberang             (Taman Jembatan Besi Kel. Tambira)",Rusak Ringan
2023,Jakarta Barat,Tambora,Roa Malaka,132050207008,Hidran Kota,"106,811443","-6,138293",Jl. Pintu Kecil Raya Pasar Pagi,Rusak Ringan
2023,Jakarta Barat,Tamansari,Pinangsia,132050207008,Hidran Kota,"106,815225","-6,135389","Jl. Lada Dalam No.11, RT.5/RW.6, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11110",Baik
2023,Jakarta Barat,Tamansari,Pinangsia,132050207008,Hidran Kota,"106,815785","-6,138135","Jl. Jemb. Batu No.74, RT.2/RW.5, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11110",Baik
2023,Jakarta Barat,Tamansari,Pinangsia,132050207008,Hidran Kota,"106,814545","-6,140939","Jl. Pinangsia I, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11110",Baik
2023,Jakarta Barat,Tamansari,Pinangsia,132050207008,Hidran Kota,"106,817598","-6,138523","Jl. Pangeran Jayakarta No.3, RT.9/RW.1, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11110",Rusak Ringan
2023,Jakarta Barat,Tamansari,Pinangsia,132050207008,Hidran Kota,"106,819185","-6,139482","Jl. Mangga Dua I 66-67, RT.1/RW.3, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11110",Baik
2023,Jakarta Barat,Tamansari,Pinangsia,132050207008,Hidran Kota,"106,814729","-6,14241","Jl. Pancoran No.4, RT.9/RW.6, Glodok, Taman Sari, West Jakarta City, Jakarta 11120",Rusak Ringan
2023,Jakarta Barat,Tamansari,Pinangsia,132050207008,Hidran Kota,"106,812588","-6,141118","Jl. Pancoran, RT.1/RW.6, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11120",Rusak Ringan
2023,Jakarta Barat,Tamansari,Maphar,132050207008,Hidran Kota,"106,820199","-6,159463","Jl. Sukarjo Wiryopranoto, RT.3/RW.2, Maphar, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11160",Baik
2023,Jakarta Barat,Tamansari,Maphar,132050207008,Hidran Kota,"106,826561","-6,161599","Jl. Sukarjo Wiryo Pranoto No.1 Kel.Maphar, RT.10/RW.3, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11160",Baik
2023,Jakarta Barat,Tamansari,Keagungan,132050207008,Hidran Kota,"106,81396","-6,151301","Jl. Keamanan , RT.6/RW.10, Keagungan, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11130",Rusak Ringan
2023,Jakarta Pusat,Sawah Besar,Karang Anyar,132050207008,Hidran Kota,"106,8280476","-6,1596423",Jln.Lautze Raya No 6 Ruko Depan PT Altrak 1978,Baik
2023,Jakarta Pusat,Sawah Besar,Karang Anyar,132050207008,Hidran Kota,"106,8317667","-6,1594738",Jln.Krekot Bunder Huk Krekot IV,Baik
2023,Jakarta Pusat,Sawah Besar,Pasar Baru,132050207008,Hidran Kota,"106,8332464","-6,1627047","Jln,Pasar Baru / Pavilion Tas2 Fasion No 91",Baik
